engine_displacement_cc,vehicle_weight_kg,drag_coefficient,transmission_type,fuel_type,cylinders,turbocharged,drivetrain,tire_type,aerodynamics_package,fuel_efficiency_mpg
4077.9717327677477,2436.882931927639,0.3485729168894893,Manual,Diesel,4.0,No,FWD,Off-Road,Sport,23.980436941365145
1748.1749942300935,2864.9864624380875,0.3308579494509738,Manual,Electric,4.0,Yes,AWD,All-Season,Standard,51.75115990890853
2294.716945616975,1272.0642936031138,0.3561875356824188,CVT,Petrol,4.0,No,RWD,,Eco,24.431025952131556
2701.7457544656672,2156.9284064512944,0.3690263349811363,Automatic,Petrol,4.0,Yes,AWD,Eco,Eco,20.673681881371955
3030.4415147378204,1876.3901749852455,0.25198476422556715,CVT,Petrol,4.0,No,FWD,Off-Road,Eco,42.333974994439345
1969.638929660321,1195.2097788380727,0.3428190318907008,,Diesel,4.0,No,RWD,Performance,Eco,50.46485684588326
1459.347298956814,1792.342940187135,0.4426998481775177,Automatic,Petrol,6.0,No,RWD,Eco,Eco,17.501791821737836
3442.4801697665303,,0.35380645602590977,Manual,Hybrid,4.0,No,FWD,Performance,,18.469765747027104
2154.522212961023,869.6921487636148,0.38550845349179064,AMT,Diesel,4.0,No,AWD,Off-Road,Eco,55.13395813529595
3324.952885690449,1164.9489807180214,0.3123727715833766,Automatic,Diesel,4.0,Yes,4WD,All-Season,Standard,55.4516349753666
1617.4508610968091,3400.4108012907695,0.4047982756305525,DCT,Petrol,12.0,No,AWD,Eco,Sport,27.26523585295406
2924.5604074192697,2283.729746916546,0.40458429637522303,Manual,Electric,4.0,Yes,AWD,All-Season,Standard,45.76141014001018
3130.3577302063436,3407.719835113694,0.3542592095308278,Automatic,Petrol,4.0,No,FWD,,Eco,37.15900375723298
1207.2941472897076,1967.7442714913564,0.44520276465584274,,Petrol,4.0,No,RWD,Performance,Standard,46.63480207017565
2346.4171127756827,1641.903559330201,0.27511004295253066,Automatic,Diesel,,Yes,FWD,All-Season,Sport,58.14396420496126
1537.658707755897,2166.583029668659,0.2533895329779162,CVT,Diesel,4.0,Yes,AWD,Off-Road,Sport,18.992821229112824
1253.499881891071,1986.6815593088572,0.4040316423514192,DCT,Petrol,8.0,No,4WD,Off-Road,Sport,53.89922129942271
4959.840929559781,1085.2946475067085,0.4114311074729765,DCT,Petrol,4.0,No,4WD,Eco,Standard,39.651455226051965
2289.415379898892,2530.231049663557,0.27404144582411527,CVT,Diesel,6.0,No,4WD,Eco,Sport,43.206347188099826
4239.497783418539,1383.303092775919,0.3031165665917212,Manual,Petrol,4.0,No,FWD,Off-Road,Standard,47.69656800085601
2018.5626190550554,2472.88747822414,0.25351047267332577,Manual,Hybrid,4.0,No,RWD,Off-Road,Eco,61.13115745645537
3726.010888895717,2555.542949475014,0.3086617221561129,AMT,Diesel,8.0,No,FWD,All-Season,Eco,17.835997677586892
4040.911439558746,1210.46710344735,0.4046283747837343,,Petrol,4.0,Yes,4WD,Performance,Standard,16.473817606222383
3382.554962431377,965.6439931988041,0.3535921055425158,CVT,Petrol,8.0,Yes,AWD,,Sport,23.913089074438673
2886.3047542006334,2908.0562823847877,0.3196191186336576,CVT,Petrol,4.0,No,RWD,Eco,Standard,64.32238630133682
2647.363656589074,2041.4611441771644,0.32434785898126606,Automatic,Diesel,8.0,No,FWD,Off-Road,Standard,50.75381836888879
2395.4730661719814,957.0422478647846,0.2502707251430936,AMT,Diesel,4.0,No,FWD,All-Season,Standard,45.73205595272509
4718.116576991303,3486.1390563583714,0.3099601055130472,Automatic,,4.0,No,RWD,Eco,Eco,17.351952670737397
4322.477631150917,956.00751469019,0.3792917483275861,Automatic,Diesel,,Yes,RWD,All-Season,Standard,58.95551119464824
4860.10764266605,2676.595117918094,0.44483888876327143,Manual,Electric,4.0,No,AWD,Off-Road,Eco,55.63784266485798
1497.188893942179,3455.933098211217,0.41941216539677995,Automatic,Petrol,3.0,Yes,RWD,Off-Road,Standard,48.24000219335424
3923.469900814577,1445.7862813829993,0.2547189929291058,Manual,Hybrid,4.0,Yes,AWD,Off-Road,Eco,31.956540774235133
4753.361827284151,1184.0732954554296,0.4297121209349679,Automatic,Petrol,4.0,No,4WD,Performance,,
1724.9322646626406,1127.739336440558,0.40663968265972517,CVT,Petrol,4.0,Yes,4WD,Off-Road,Standard,44.001924395046125
1265.98506946711,1618.842898432508,0.4060752247141961,DCT,Petrol,6.0,No,FWD,Eco,Sport,50.98472857304188
3964.4825971602363,1072.823689728746,0.3415991518007143,Manual,Petrol,4.0,No,4WD,Performance,Sport,19.71201752386237
3297.8924527196477,2668.8356225741563,0.32960105859090055,Automatic,Petrol,4.0,No,4WD,All-Season,Standard,46.6883829899248
4367.315107033088,968.1878549511692,0.31058314576663854,DCT,Petrol,4.0,Yes,AWD,Eco,Standard,29.318303394357926
1559.089506505158,2175.439746004432,0.26313897179087314,Manual,Hybrid,4.0,Yes,FWD,Eco,,53.21221106099058
4181.069247439561,3491.081505403037,0.2956470726987398,Manual,Hybrid,3.0,Yes,RWD,All-Season,Standard,41.98079253009185
1806.5092801909782,2997.719727666251,,Manual,Diesel,4.0,No,FWD,Performance,Sport,21.451839390521833
1654.623771462818,2461.0924832237297,0.3468154139420403,Automatic,,8.0,No,4WD,Eco,Eco,
1657.0631917239716,1626.8847761238515,0.3994888813193388,Manual,Petrol,6.0,No,RWD,Eco,Standard,34.786843168335935
4258.2988809255285,2484.5187579874237,0.34476196567958933,AMT,,4.0,Yes,FWD,Eco,Sport,24.017798414082595
3660.7888827848005,2223.011952561459,0.2615688898894321,Automatic,Diesel,4.0,No,FWD,Performance,Standard,57.075786203106155
3092.2616990764773,1950.425136504003,,Automatic,,4.0,Yes,FWD,,Standard,15.55142242495681
,1152.9180171985386,0.43854486381882246,Manual,Petrol,,Yes,FWD,Performance,Eco,30.606413843905298
4508.802163252433,3193.8313811492603,0.4070379086296817,Automatic,Petrol,4.0,,AWD,Eco,Standard,15.629751908471338
2569.7804296905415,2014.418551817571,0.44826558031284414,Automatic,Diesel,4.0,No,FWD,Off-Road,,19.800347325307634
4266.397757886309,1325.4807819160656,0.3588964665600526,CVT,Petrol,4.0,Yes,4WD,All-Season,Eco,29.854810958654053
2756.5396342808735,1792.950247368682,0.4425536700506412,CVT,Petrol,3.0,Yes,4WD,,Eco,17.71355926946868
2507.7777176996306,1918.150331828103,0.26512100812335015,Automatic,Diesel,4.0,No,AWD,Performance,Eco,44.83152661785706
2850.7191426784257,3034.3523180305606,0.3231361496522743,DCT,Diesel,6.0,Yes,RWD,Eco,Eco,19.34314539930914
2205.5114966565684,2780.7588275157855,0.29507625360135314,CVT,Petrol,4.0,Yes,RWD,Eco,Sport,50.08568170330476
3990.4375207050043,2877.1232128316174,0.289166616826854,CVT,Petrol,6.0,No,4WD,Off-Road,Sport,17.632105631358055
3010.8815603699168,829.7844139573475,0.2781605897785352,Manual,Electric,12.0,No,4WD,Off-Road,Sport,17.965444740054842
1928.8507805872691,1923.615795085356,,Manual,,4.0,No,AWD,All-Season,Standard,30.26629495166332
4598.298293098274,2099.6292094153737,0.406264371149461,Manual,Petrol,4.0,No,,,Eco,59.828576248463875
2535.564885492846,851.8191474222531,0.3656596798840721,Automatic,Petrol,4.0,No,RWD,Off-Road,Eco,47.06966243616583
3174.2114444559543,1501.4956636115924,0.27939254191764196,,Petrol,8.0,Yes,FWD,All-Season,Sport,53.50656459644597
4625.888443858188,2852.7825224297644,0.4122247539866942,Automatic,Petrol,12.0,No,FWD,Performance,Standard,22.077605473855304
3496.9519836559684,1170.1962054682974,0.3771909414327457,DCT,Hybrid,4.0,No,FWD,Off-Road,Standard,56.70627166236229
1467.5921628334563,2245.3373549219978,0.3276331412253991,DCT,Petrol,4.0,Yes,AWD,Performance,Standard,15.407312409711757
4759.328494453901,1381.0450544465411,0.38482605910721257,,Petrol,6.0,No,4WD,All-Season,Sport,25.652867536650305
3510.8322122856716,832.7260915385118,0.3019809958485666,Automatic,Diesel,4.0,Yes,AWD,Performance,Standard,45.80461605749967
2339.6224586283442,1451.243935518762,0.3190384416988421,Automatic,Diesel,6.0,Yes,RWD,Eco,Standard,33.76232042970251
1557.088290653549,3434.8591382571453,0.4334971686263981,,Hybrid,8.0,Yes,4WD,Eco,Standard,64.20966958592817
4176.1007570811835,2964.1502020840717,0.30810090113428407,Manual,Hybrid,4.0,No,FWD,Performance,Eco,16.51696234091591
3480.291023714054,3390.8569396667904,0.3439976536315873,Manual,Petrol,4.0,No,AWD,,Sport,64.92990839682716
3133.844367905286,2117.2059186011784,0.42802822747920294,,,4.0,No,AWD,All-Season,Eco,46.18139164306581
4575.570332203831,1096.2877364292594,0.3915442700535055,Automatic,Petrol,4.0,No,FWD,Eco,Eco,42.93534972980483
4154.388844898123,2279.4906202289712,0.26244064523294053,CVT,Electric,4.0,Yes,AWD,Performance,Sport,17.97562212819872
1606.6995189310046,2026.8188033118943,0.27946060885579405,Manual,Petrol,6.0,Yes,FWD,Performance,Eco,28.666443833294533
2246.888271182193,3079.764123396963,0.25156831815438335,CVT,Electric,8.0,Yes,RWD,Performance,Standard,61.23313441457979
1993.9565592578629,1064.8229681174603,0.3761843580458327,Automatic,Diesel,,Yes,4WD,Off-Road,Standard,32.71230015946222
3975.785170290708,2118.251069958801,,Manual,Petrol,4.0,Yes,RWD,Performance,Standard,48.08266002336255
1134.1297389431174,1205.1313946737575,0.27685497018045513,Automatic,Diesel,6.0,No,RWD,All-Season,Standard,64.97481752093609
3279.558739485266,1676.6250026031619,0.4415868242113541,Manual,Electric,6.0,No,FWD,Eco,Sport,28.15348569167706
4049.834742962762,2790.8641089470593,0.355931944789124,Automatic,Hybrid,4.0,No,AWD,Eco,Eco,43.80404395072469
4507.062547046998,2085.2489492956697,0.29837865882257786,Automatic,Petrol,3.0,Yes,RWD,Off-Road,Eco,49.82188963511066
2368.32699486363,1814.8983698935772,0.3501207142309415,Manual,Diesel,4.0,No,RWD,Off-Road,Standard,23.23136232827076
4285.0292186880515,1865.0859521390953,0.3859240665470216,Manual,Petrol,8.0,Yes,RWD,All-Season,Standard,22.433628184809105
1442.5269478208288,2040.506274696164,0.2652478435947129,Automatic,Petrol,4.0,Yes,AWD,Performance,Eco,37.815395582908664
4385.809166938073,2919.5446683600535,0.3049407630095784,DCT,Petrol,6.0,No,AWD,Off-Road,Sport,34.29062608796447
1509.9546493279297,3208.6286601386328,0.4113930981767987,Automatic,Petrol,4.0,No,FWD,Eco,Eco,50.71077184286569
2589.149162241469,3379.4036535606065,0.34193297408053225,CVT,Hybrid,6.0,Yes,,Off-Road,,
4189.181463118215,2924.6391428892966,0.35931542840645897,Automatic,Petrol,3.0,No,4WD,Off-Road,Standard,63.60833118703452
1599.6697093950952,1651.5986185196343,0.33656320044189386,DCT,Hybrid,4.0,Yes,AWD,Performance,Sport,15.713849084291617
1917.0055809305659,2657.963706433664,0.258779988528601,CVT,Petrol,4.0,No,FWD,Off-Road,Eco,
3889.0102735722653,,0.2831499559640312,Automatic,Petrol,4.0,No,RWD,All-Season,Sport,43.13162979336941
3880.1461461842973,1487.6106795243381,0.3391083277483782,Automatic,Petrol,6.0,No,4WD,Eco,Sport,21.735786543486288
3564.590531541189,3070.353264449991,0.29183709308158556,DCT,Petrol,4.0,Yes,AWD,,Standard,22.54579913567649
3775.7937778684,903.7511421982775,0.25999580573193576,Automatic,Petrol,4.0,Yes,4WD,Eco,Eco,54.63387438973134
3170.897773390385,3234.7573787656434,0.41872993281036475,Automatic,Petrol,4.0,No,AWD,,,59.378122920634155
2007.196235627811,2045.9891544867821,0.4462385058328232,Manual,Diesel,4.0,No,FWD,All-Season,Eco,29.150848294188478
2382.783974015678,,0.4086285747993479,CVT,Petrol,4.0,Yes,4WD,Off-Road,Standard,36.898198198128426
1726.3908672057028,2580.2555899556132,0.42075698434093345,CVT,Petrol,3.0,No,RWD,Off-Road,Standard,32.74975205191768
4633.802245334513,3216.817899907648,0.2983954260634091,Manual,Petrol,8.0,No,RWD,Off-Road,Eco,18.627350649332595
3333.567179064482,2519.00814185146,0.44212539510263993,Automatic,Hybrid,4.0,No,AWD,Eco,Eco,48.66021230079047
2603.4056670545597,2457.6206788521667,0.2893851408906857,Automatic,Hybrid,6.0,No,RWD,All-Season,Standard,56.25964674028451
2848.023214576531,979.9605095138629,0.4402859620723665,,Petrol,12.0,No,4WD,Performance,Eco,30.243967869560354
4789.133358447261,2199.7016592520513,0.44896385879319023,AMT,Petrol,4.0,No,FWD,Off-Road,Standard,
1613.4056124643207,1205.4563022060124,0.3923445611492098,Manual,Petrol,4.0,No,AWD,Eco,Eco,18.792577864117746
3344.919328067189,2791.071175548011,0.4462287463583644,Manual,Electric,4.0,Yes,4WD,Off-Road,Standard,48.089535690726045
3023.554715537864,2182.999186194221,,,Petrol,8.0,Yes,AWD,All-Season,Standard,37.41140072630445
,2636.6150038625537,0.3019083566352181,CVT,Petrol,8.0,,FWD,Performance,Standard,37.33009505533279
,912.5168316264376,0.3373991771331242,Manual,Petrol,4.0,No,AWD,All-Season,Sport,37.88228080167701
4488.495635776606,1028.9384433236687,0.3687121870757572,Automatic,Petrol,6.0,Yes,RWD,,Eco,27.93408869007142
4728.473129934449,2734.073147769242,0.264616312405403,Automatic,Petrol,4.0,No,RWD,Off-Road,Standard,50.77814136661162
3260.5327343568356,994.6277071964181,0.3744686529234492,,Diesel,8.0,Yes,AWD,All-Season,Sport,51.07882630425134
3786.603295507569,992.3931649661982,0.44623556735245895,Manual,Petrol,8.0,Yes,FWD,Eco,Standard,29.11985550529135
4689.9975247091825,832.6928831341961,0.2880215299567455,Automatic,Diesel,4.0,No,FWD,Off-Road,Sport,56.76532304292251
3828.9545372535945,3382.5537754085963,0.40851902325767664,Manual,Petrol,4.0,Yes,RWD,Performance,Standard,30.842247182516502
1610.1561716570454,2791.2725705393186,0.4315797587559239,DCT,Petrol,4.0,,FWD,All-Season,Standard,51.254656199327115
,1753.7788029555732,0.43874031856404416,CVT,Hybrid,4.0,Yes,AWD,Off-Road,Sport,21.04998837560332
3426.8601855314237,1600.6460694766693,0.4420271208810894,AMT,Petrol,6.0,No,,Off-Road,Sport,23.435082140187284
2696.522685209544,1744.1987203137937,0.3542919277442944,Manual,,4.0,No,AWD,Off-Road,Eco,30.78978222541256
3945.7769424988915,2891.564534189191,0.44546158159830074,AMT,Diesel,3.0,No,RWD,,Eco,44.693688383393074
4737.46805907606,2585.700649890119,0.4014620414268878,Automatic,Petrol,,No,RWD,All-Season,Sport,47.275574273934964
4702.274051627105,1300.0280332421635,0.2823342872473924,Automatic,Electric,12.0,No,RWD,Off-Road,Eco,34.817808598373745
2803.3574856165287,,0.345380021293594,Manual,Petrol,4.0,Yes,FWD,Eco,Sport,18.8919576555257
1452.952183363021,1065.6682542261728,0.3936662350744008,Manual,Hybrid,4.0,Yes,AWD,All-Season,Eco,33.68173260463621
4939.364795849338,2582.817343193613,0.2994680631638167,Automatic,Petrol,4.0,,4WD,Off-Road,,49.438375797957576
4355.592345783736,2863.806187998687,0.3781230367097775,Automatic,Hybrid,12.0,Yes,AWD,All-Season,Eco,48.5497730565158
1498.6507248130674,1515.6253564775109,0.38332009580932386,Manual,Petrol,6.0,Yes,4WD,Eco,Standard,23.009820660272137
4683.36753046949,856.5513947834646,0.2825399487617132,Automatic,Diesel,4.0,No,AWD,Eco,Standard,15.389198513448358
4479.585448248514,1021.8635021863538,0.36301706249055127,Manual,Diesel,3.0,No,RWD,All-Season,Eco,52.64908086480584
3075.3522285042886,3413.2220940815823,0.40432538219572156,Automatic,Hybrid,3.0,Yes,4WD,Off-Road,Sport,20.318408319262186
3365.101742979717,1597.7008991890348,0.3497791329071884,Automatic,Hybrid,4.0,Yes,AWD,Off-Road,Standard,19.117457198214275
2596.010815480521,2876.902499162961,0.2524206233552215,CVT,Hybrid,4.0,No,FWD,Eco,Standard,15.135060841708173
1219.0465552881253,2486.5916359065122,0.25180769381585844,CVT,Hybrid,8.0,No,FWD,Off-Road,Eco,36.63006629784636
2340.7889665836037,1831.237027062819,0.32140586879400246,Automatic,Petrol,4.0,No,AWD,Eco,Sport,40.16319504504072
4211.413794392046,1355.3556079279988,0.4352388136863564,Automatic,Petrol,6.0,,RWD,Off-Road,Sport,46.88320230742953
1018.5280920184115,1127.7433290303975,0.29573535592072175,Automatic,Petrol,4.0,No,4WD,Eco,Eco,29.803192035629294
2333.9966867645767,2460.53501370494,0.37687273777433744,CVT,Petrol,6.0,No,AWD,Performance,Sport,50.521235819339
2592.6747743637734,2891.5112077220274,0.29441517413866414,Automatic,Petrol,6.0,No,FWD,Off-Road,Eco,23.46659287034708
,2538.541484561053,0.31433399793190975,Manual,Diesel,4.0,,4WD,,Eco,56.59950265551737
4679.422465651041,2231.8157597727277,0.4196084179202968,Manual,Petrol,4.0,No,FWD,Off-Road,Eco,43.59241644452228
2385.383977463845,913.2683032654179,0.3957722884539894,Automatic,Diesel,4.0,Yes,FWD,All-Season,Standard,44.194491168602426
2387.812807584911,3414.9196995048364,0.2690798554626421,Automatic,Petrol,3.0,Yes,AWD,Off-Road,Standard,25.488770688955405
,2956.5283174673514,0.33574040419728673,CVT,Petrol,4.0,No,FWD,All-Season,Standard,18.70543746501941
2808.8717635592284,1590.6194990926047,0.2558339527290529,Manual,Diesel,4.0,No,4WD,All-Season,Eco,38.23624015403357
1898.419291759928,,0.3461780293206018,Automatic,Diesel,12.0,No,,Eco,Standard,45.78059759611794
2809.7580645307735,2425.0802920180695,0.3824868023402136,CVT,Diesel,,,,All-Season,Standard,
1563.4280815191994,2372.5411771595654,0.2737005247196303,,Diesel,6.0,No,4WD,All-Season,Standard,62.526723726408335
1705.5479460248932,2819.7975844597368,0.30777698778183316,Automatic,Petrol,4.0,No,AWD,Performance,Eco,64.02071801164034
2993.471090957919,2991.7784278433714,0.3295673251004314,Automatic,Diesel,6.0,No,FWD,Off-Road,Eco,
2675.7017980181918,2572.4922397950572,0.43390620493120996,Automatic,Petrol,4.0,Yes,FWD,All-Season,Eco,62.50345776367031
4659.3836042724,1145.85851518874,0.4486510030845928,DCT,Petrol,6.0,Yes,4WD,Off-Road,Standard,23.972261879042655
2449.5755964665323,1713.3222661851455,0.25898225979912315,Manual,Petrol,4.0,,4WD,All-Season,Sport,16.271034258976243
3322.3534011121737,3305.8258288803345,0.4022015846990784,DCT,Petrol,4.0,,RWD,Eco,Standard,16.970476764519496
3529.0571516781215,1406.4621519784002,0.32434481328046866,Automatic,Petrol,4.0,No,4WD,Performance,Standard,44.37562397133895
1052.3778263533345,1804.850964361286,0.32849163724589603,Automatic,Electric,4.0,No,4WD,All-Season,Eco,18.082094171841177
3654.1494880668424,1966.6075839493292,0.40085299466940455,Manual,Electric,4.0,Yes,AWD,,Eco,62.92728034120435
1712.1438674790056,1986.3934721750209,0.4336852864290818,Automatic,Petrol,3.0,Yes,FWD,Eco,Standard,22.096660537969928
4844.281269877821,2454.936872735219,0.4401857189005097,Automatic,Petrol,3.0,Yes,4WD,Off-Road,Standard,30.236140302648934
1594.6509110124518,3346.3047619107106,0.36542451720766417,,,6.0,No,RWD,Eco,Sport,56.12589009991742
2658.496494908095,1449.8703219477634,0.32142423186010055,Automatic,Petrol,4.0,Yes,4WD,Performance,Sport,25.937016155204653
1341.3986723145754,1128.0537160124788,0.40750981717175583,AMT,Hybrid,4.0,No,FWD,Eco,Eco,27.14842292272853
4987.497007383789,1333.1703226218308,0.3002002766524601,Automatic,Petrol,6.0,No,4WD,Off-Road,Sport,47.11544778955091
3008.7800413249706,3194.697230565028,0.36281480576670355,CVT,Diesel,4.0,No,AWD,Off-Road,Sport,28.804304424463115
3381.540069280175,2543.6891941690565,0.32171569230497465,Manual,Petrol,4.0,Yes,FWD,All-Season,Eco,25.872381700385013
1268.3059095537099,1571.9483309457323,0.38132621474157524,Automatic,Electric,4.0,Yes,4WD,,Sport,27.708885715282875
3999.841881596711,3003.0567352152666,,Manual,Petrol,8.0,No,AWD,Off-Road,Standard,39.53237496703634
1839.6223723823432,3125.698990181277,0.2883185891469652,Automatic,Diesel,6.0,No,,All-Season,Sport,63.3049936365741
4592.217157762855,3085.588714463751,0.4336478173350874,DCT,Petrol,6.0,No,4WD,Performance,Eco,56.61189707806142
1820.5585619280287,3281.101640826797,,Automatic,Diesel,4.0,Yes,AWD,Off-Road,Standard,29.230513228008856
,1481.0507544680763,0.3511915815469863,Manual,Petrol,6.0,Yes,RWD,All-Season,Sport,33.168660424904886
1146.1986713923795,2838.6132076149515,0.2941705565926018,Automatic,,4.0,No,AWD,Off-Road,,38.22561252520387
,2043.456642640178,0.25778599266513347,Automatic,Hybrid,3.0,Yes,RWD,Eco,Standard,63.94648235084952
3259.3645330504655,3073.396092803166,0.2572037636582853,Automatic,Hybrid,3.0,No,4WD,All-Season,Sport,23.619523416785785
1262.8345577134096,2766.924828336356,,CVT,Hybrid,4.0,No,AWD,,Sport,32.874155174594144
,2896.4081055492566,0.42335407090120003,CVT,Diesel,4.0,Yes,RWD,Performance,Eco,51.47130469913575
2813.1553389921105,2571.6369617388928,0.3064957487954053,Automatic,Hybrid,4.0,No,FWD,Eco,Eco,63.19718671344717
,1279.0576775682084,0.44009183411505914,Automatic,Petrol,3.0,No,AWD,All-Season,Standard,22.783760638211884
2763.0509877529125,2271.5726810217334,0.3663244585978387,Manual,Petrol,4.0,Yes,4WD,Off-Road,Eco,26.368997709717288
,3458.608296716172,0.33732283795375323,Manual,Petrol,6.0,No,FWD,All-Season,Standard,26.284733719521512
3238.5613252328717,,0.36601776693389093,Automatic,Diesel,4.0,Yes,RWD,Eco,Standard,16.046601474603676
1620.96098372285,916.5690866519315,0.35333967704525354,Automatic,Petrol,6.0,Yes,AWD,Eco,Eco,45.205781249047476
1727.7125219810846,1245.0000024694803,0.401755250751465,Automatic,Petrol,4.0,Yes,AWD,Off-Road,Eco,48.53515370729469
4447.142484054069,1155.6676883273171,,Automatic,Diesel,6.0,No,,Performance,Eco,45.12629450626267
4784.461848534531,2760.145756960298,,Manual,Hybrid,4.0,No,FWD,All-Season,Sport,18.566149470640717
2493.2372651190117,3008.0203906137517,0.4288188605066502,Automatic,Petrol,,No,,Off-Road,Standard,18.461506287281587
2082.978692574215,1376.480689038814,0.4392913026300811,Manual,Petrol,4.0,,AWD,Off-Road,Standard,25.5193277247062
3575.998172956063,2165.802270969938,0.4285116454972949,Manual,Petrol,4.0,No,FWD,Off-Road,Standard,29.514725784945732
2634.9366843923854,3069.89817563024,0.33388959879146274,CVT,Petrol,6.0,Yes,AWD,All-Season,Eco,
1101.5454226413794,2778.5641708688763,0.40607310060137636,Manual,,4.0,No,FWD,All-Season,Eco,22.969513287446055
1624.6103894647613,2264.0404548279903,0.34526714666021974,Automatic,Diesel,4.0,,FWD,All-Season,Eco,17.204610819876606
3863.8889153895902,2393.938764238687,0.34950797042922044,Manual,Diesel,6.0,Yes,FWD,Performance,Eco,34.69937538565276
,2172.573476673956,0.2909360218114568,DCT,Diesel,,Yes,4WD,Off-Road,Eco,35.81960850709602
,1603.3808185608154,0.36822606065170327,Automatic,Petrol,4.0,No,FWD,Eco,Sport,37.54536690944771
1887.8886477317978,2325.5593807193436,0.28722717955066956,Manual,Hybrid,4.0,Yes,FWD,Eco,,56.34517720134843
1924.2991863522857,2659.990315535245,0.3163129398134388,Automatic,Petrol,4.0,No,RWD,Off-Road,,19.900270743547086
3687.5709743949137,,0.42100604032398703,CVT,Petrol,4.0,Yes,RWD,Eco,Eco,50.19710412109811
1078.8421510174567,2517.98665574397,0.29141516184217103,AMT,Hybrid,4.0,Yes,4WD,Performance,Standard,31.897278552264538
1416.4343279382954,2855.0281500165265,0.26423165703468654,Manual,Petrol,12.0,No,FWD,Performance,Eco,30.4990068217735
4199.664341492758,1232.1934143773472,0.2638015185225633,DCT,Petrol,4.0,,RWD,All-Season,Eco,61.62715630429899
1714.1786482173345,2046.2051809334328,0.4381569041006216,DCT,Hybrid,4.0,No,RWD,All-Season,,27.4234262208371
3610.984431407499,825.195373533152,0.35138408759236694,,Petrol,4.0,Yes,AWD,All-Season,Standard,47.12659176696832
1952.731124186906,1466.0329342083821,0.33188241436340365,Automatic,Diesel,8.0,Yes,FWD,All-Season,Standard,28.7563878688046
1397.7655710373806,2761.4466308051133,0.41217571620158366,Automatic,Petrol,6.0,,RWD,All-Season,Standard,40.35719413201926
1972.6887639978163,3477.886868643281,0.41716518558210325,Automatic,Diesel,4.0,No,,Eco,Sport,54.31464462981389
3889.067727422637,1067.780868885483,0.31643820662312094,CVT,Petrol,6.0,No,AWD,Eco,Standard,59.08612617581303
4422.785872425143,1884.0346528254784,0.3887236114947591,Automatic,Petrol,4.0,No,AWD,All-Season,Eco,56.93486201475252
4320.879458267967,2960.191615487731,0.40422456317037736,Automatic,Diesel,4.0,No,FWD,Performance,Eco,44.10903680723199
2588.7341184738193,1350.896213498027,0.3809301373731909,Automatic,Petrol,4.0,Yes,FWD,Eco,Sport,27.440815766911108
3672.3405462825845,2298.729363116173,0.2803190149600199,CVT,Petrol,4.0,No,AWD,Performance,Standard,48.061669163093285
1819.9371816632838,2779.292499280122,0.42517661670341145,CVT,Petrol,4.0,No,4WD,Performance,Eco,50.4952522889804
2172.590921044053,2463.1607157024837,0.3578189105472017,,Petrol,8.0,No,FWD,Off-Road,Sport,15.534599505675072
4585.343274084479,1307.6667834616235,0.30649448527400075,CVT,Petrol,4.0,,FWD,Off-Road,Eco,36.96052554659373
1052.0076940429442,1759.5383354514966,0.33504563708753876,Automatic,Petrol,8.0,,,All-Season,Sport,57.16310214108822
1342.0341234178723,2916.2378181105723,,CVT,Hybrid,4.0,No,AWD,Performance,Sport,39.479379812152374
1831.5450205841094,2296.411588156445,0.27557336024448353,Automatic,Petrol,4.0,Yes,FWD,Eco,Standard,30.56877210816606
1106.1288154952788,814.1199565658644,0.40310935010317217,Automatic,Petrol,4.0,,RWD,Off-Road,Sport,58.58988855123314
1725.7417403591894,2854.6750520758533,0.2500023269510732,DCT,Petrol,4.0,,FWD,Off-Road,Eco,22.794034876490286
3332.166243878769,895.3406583386454,0.3333131656964584,Manual,Petrol,4.0,No,RWD,,Eco,25.322261620810018
2685.698202369992,2813.4812133743267,0.3545020362171177,CVT,Hybrid,3.0,Yes,AWD,Off-Road,Standard,49.36861834680667
4570.686844307899,1346.697512446141,0.2609268840001945,Automatic,Petrol,4.0,Yes,RWD,Off-Road,Standard,32.62179707632875
4269.774246953763,3386.7983963223264,0.44461563259446657,Automatic,Electric,4.0,Yes,4WD,Eco,Sport,50.65084178668895
2367.2694067915036,1793.440028515628,0.2952250662499344,Automatic,Petrol,6.0,No,AWD,Performance,Standard,22.885181062974596
2037.69373372517,,0.31083974392725616,Automatic,Diesel,4.0,No,FWD,Off-Road,Eco,27.613454480042297
2518.7696326690675,1201.9977358976007,0.3107885024510055,Automatic,Diesel,4.0,No,FWD,Performance,Eco,22.832368918181675
3361.179770059231,1625.1313818235803,0.29608333242346996,Manual,Hybrid,4.0,No,AWD,Off-Road,,62.645515678175485
2072.2545632915053,,0.2502947644172623,Manual,Diesel,8.0,No,AWD,Eco,Standard,35.270198042546205
3496.595631396536,3490.1027115935676,0.3958689588175993,Manual,Diesel,6.0,Yes,4WD,Performance,Standard,31.8609954955113
2637.6466087649615,1794.4357323684906,0.44336909995985707,AMT,Petrol,4.0,Yes,AWD,Off-Road,Sport,15.710107808538234
3208.188723407921,2011.248703577265,0.29485869665700903,AMT,Petrol,4.0,Yes,FWD,Eco,Sport,
2744.5061165412667,2749.59153314739,0.3826094383606845,Automatic,Hybrid,3.0,Yes,4WD,Off-Road,Eco,36.056792812124975
2177.8630381676708,3192.7286072557013,0.39837926539174306,CVT,Petrol,12.0,Yes,FWD,Performance,Sport,18.425139628594703
